ts_code,name,area,fullname,enname,cnspell,market,list_date
600985.SH,淮北矿业,安徽,淮北矿业控股股份有限公司,"Huaibei Mining Holdings Co.,Ltd.",hbky,主板,20040428
600986.SH,浙文互联,浙江,浙文互联集团股份有限公司,"Zhewen Interactive Group Co., Ltd.",zwhl,主板,20040426
600987.SH,航民股份,浙江,浙江航民股份有限公司,"Zhejiang Hangmin Co.,Ltd",hmgf,主板,20040809
600988.SH,赤峰黄金,内蒙,赤峰吉隆黄金矿业股份有限公司,"Chifeng Jilong Gold Mining Co.,Ltd.",cfhj,主板,20040414
600989.SH,宝丰能源,宁夏,宁夏宝丰能源集团股份有限公司,"Ningxia Baofeng Energy Group Co.,Ltd.",bfny,主板,20190516
600990.SH,四创电子,安徽,四创电子股份有限公司,"Sun-Create Electronics Co.,Ltd",scdz,主板,20040510
600992.SH,贵绳股份,贵州,贵州钢绳股份有限公司,"Guizhou Wire Rope Co., Ltd",gsgf,主板,20040514
600993.SH,马应龙,湖北,马应龙药业集团股份有限公司,"Mayinglong Pharmaceutical Group Co.,Ltd",myl,主板,20040517
600995.SH,文山电力,云南,云南文山电力股份有限公司,"Yunnan Wenshan Electric Power Co.,Ltd.",wsdl,主板,20040615
600996.SH,贵广网络,贵州,贵州省广播电视信息网络股份有限公司,"Guizhou BC&TV Information Network CO.,LTD",ggwl,主板,20161226
600997.SH,开滦股份,河北,开滦能源化工股份有限公司,"Kailuan Energy Chemical Co.,Ltd.",klgf,主板,20040602
600998.SH,九州通,湖北,九州通医药集团股份有限公司,"Jointown Pharmaceutical Group Co., Ltd",jzt,主板,20101102
600999.SH,招商证券,深圳,招商证券股份有限公司,"China Merchants Securities Co., Ltd",zszq,主板,20091117
601000.SH,唐山港,河北,唐山港集团股份有限公司,"Tangshan Port Group Co.,Ltd.",tsg,主板,20100705
601001.SH,晋控煤业,山西,晋能控股山西煤业股份有限公司,"Jinneng Holding Shanxi Coal Industry Co.,Ltd.",jkmy,主板,20060623
601002.SH,晋亿实业,浙江,晋亿实业股份有限公司,"Gem-Year Industrial Co.,Ltd.",jysy,主板,20070126
601003.SH,柳钢股份,广西,柳州钢铁股份有限公司,"Liuzhou Iron & Steel Co.,Ltd.",lggf,主板,20070227
601005.SH,重庆钢铁,重庆,重庆钢铁股份有限公司,Chongqing Iron & Steel Company Limited,cqgt,主板,20070228
601006.SH,大秦铁路,山西,大秦铁路股份有限公司,"Daqin Railway Co., Ltd.",dqtl,主板,20060801
601007.SH,金陵饭店,江苏,金陵饭店股份有限公司,"Jinling Hotel Corporation, Ltd.",jlfd,主板,20070406
601008.SH,连云港,江苏,江苏连云港港口股份有限公司,"Jiangsu Lianyungang Port Co.,Ltd.",lyg,主板,20070426
601009.SH,南京银行,江苏,南京银行股份有限公司,"Bank of Nanjing Co.,Ltd.",njyh,主板,20070719
601010.SH,文峰股份,江苏,文峰大世界连锁发展股份有限公司,Wenfeng Great World Chain Development Corporation,wfgf,主板,20110603
601011.SH,宝泰隆,黑龙江,宝泰隆新材料股份有限公司,"Baotailong New Materials Co.,Ltd",btl,主板,20110309
601012.SH,隆基股份,陕西,隆基绿能科技股份有限公司,"Longi Green Energy Technology Co., Ltd.",ljgf,主板,20120411
601015.SH,陕西黑猫,陕西,陕西黑猫焦化股份有限公司,"Shaanxi Heimao Coking Co., Ltd.",sxhm,主板,20141105
601016.SH,节能风电,北京,中节能风力发电股份有限公司,CECEP Wind-Power Corporation,jnfd,主板,20140929
601018.SH,宁波港,浙江,宁波舟山港股份有限公司,Ningbo Zhoushan Port Company Limited,nbg,主板,20100928
601019.SH,山东出版,山东,山东出版传媒股份有限公司,"Shandong Publishing & Media Co.,Ltd",sdcb,主板,20171122
601020.SH,ST华钰,西藏,西藏华钰矿业股份有限公司,"Tibet Huayu Mining Co.,Ltd.",sthy,主板,20160316
601021.SH,春秋航空,上海,春秋航空股份有限公司,"Spring Airlines Co., Ltd.",cqhk,主板,20150121
601028.SH,玉龙股份,山东,山东玉龙黄金股份有限公司,"Shandong Yulong Gold Co., Ltd.",ylgf,主板,20111107
601038.SH,一拖股份,河南,第一拖拉机股份有限公司,First Tractor Company Limited,ytgf,主板,20120808
601058.SH,赛轮轮胎,山东,赛轮集团股份有限公司,"Sailun Group Co.,Ltd.",sllt,主板,20110630
601066.SH,中信建投,北京,中信建投证券股份有限公司,"China Securities Co.,Ltd.",zxjt,主板,20180620
601068.SH,中铝国际,北京,中铝国际工程股份有限公司,China Aluminum International Engineering Corporation Limited,zlgj,主板,20180831
601069.SH,西部黄金,新疆,西部黄金股份有限公司,"Western Region Gold Co.,Ltd",xbhj,主板,20150122
601077.SH,渝农商行,重庆,重庆农村商业银行股份有限公司,"Chongqing Rural Commercial Bank Co.,Ltd.",ynsh,主板,20191029
601086.SH,国芳集团,甘肃,甘肃国芳工贸(集团)股份有限公司,Gansu Guofang Industry & Trade Group Limited By Share Ltd.,gfjt,主板,20170929
601088.SH,中国神华,北京,中国神华能源股份有限公司,China Shenhua Energy Company Limited,zgsh,主板,20071009
601098.SH,中南传媒,湖南,中南出版传媒集团股份有限公司,"China South Publishing & Media Group Co., Ltd",zncm,主板,20101028
601099.SH,太平洋,云南,太平洋证券股份有限公司,"The Pacific Securities Co.,Ltd.",tpy,主板,20071228
601100.SH,恒立液压,江苏,江苏恒立液压股份有限公司,"Jiangsu Hengli  Hydraulic  CO.,Ltd.",hlyy,主板,20111028
601101.SH,昊华能源,北京,北京昊华能源股份有限公司,"Beijing Haohua Energy Resource Co.,Ltd.",hhny,主板,20100331
601106.SH,中国一重,黑龙江,中国第一重型机械股份公司,China First Heavy Industries,zgyz,主板,20100209
601107.SH,四川成渝,四川,四川成渝高速公路股份有限公司,Sichuan Expressway Company Limited,sccy,主板,20090727
601108.SH,财通证券,浙江,财通证券股份有限公司,"Caitong Securities Co.,Ltd.",ctzq,主板,20171024
601111.SH,中国国航,北京,中国国际航空股份有限公司,Air China Limited,zggh,主板,20060818
601113.SH,ST华鼎,浙江,义乌华鼎锦纶股份有限公司,"Yiwu Huading Nylon Co.,Ltd.",sthd,主板,20110509
601116.SH,三江购物,浙江,三江购物俱乐部股份有限公司,"Sanjiang Shopping Club Co.,Ltd",sjgw,主板,20110302
601117.SH,中国化学,北京,中国化学工程股份有限公司,"China National Chemical Engineering Co., Ltd.",zghx,主板,20100107
601118.SH,海南橡胶,海南,海南天然橡胶产业集团股份有限公司,"China Hainan Rubber Industry Group Co., Ltd.",hnxj,主板,20110107
601126.SH,四方股份,北京,北京四方继保自动化股份有限公司,"Beijing Sifang Automation Co.,Ltd",sfgf,主板,20101231
601127.SH,小康股份,重庆,重庆小康工业集团股份有限公司,"Chongqing Sokon Industry Group Stock Co.,Ltd.",xkgf,主板,20160615
601128.SH,常熟银行,江苏,江苏常熟农村商业银行股份有限公司,"Jiangsu Changshu Rural Commercial Bank Co.,Ltd.",csyh,主板,20160930
601137.SH,博威合金,浙江,宁波博威合金材料股份有限公司,Ningbo Boway Alloy Material Company Limited,bwhj,主板,20110127
601138.SH,工业富联,深圳,富士康工业互联网股份有限公司,"Foxconn Industrial Internet Co.,Ltd.",gyfl,主板,20180608
601139.SH,深圳燃气,深圳,深圳市燃气集团股份有限公司,Shenzhen Gas Corporation Ltd.,szrq,主板,20091225
601155.SH,新城控股,江苏,新城控股集团股份有限公司,"Seazen Holdings Co.,Ltd",xckg,主板,20151204
601156.SH,东航物流,上海,东方航空物流股份有限公司,"Eastern Air Logistics Co., Ltd.",dhwl,主板,20210609
601158.SH,重庆水务,重庆,重庆水务集团股份有限公司,"Chongqing Water Group Co.,Ltd.",cqsw,主板,20100329
601162.SH,天风证券,湖北,天风证券股份有限公司,"Tianfeng Securities Co.,Ltd",tfzq,主板,20181019
601163.SH,三角轮胎,山东,三角轮胎股份有限公司,"Triangle Tyre Co.,Ltd",sjlt,主板,20160909
601166.SH,兴业银行,福建,兴业银行股份有限公司,"Industrial Bank Co.,Ltd.",xyyh,主板,20070205
601168.SH,西部矿业,青海,西部矿业股份有限公司,"Western Mining Co.,Ltd.",xbky,主板,20070712
601169.SH,北京银行,北京,北京银行股份有限公司,"Bank of Beijing Co., Ltd.",bjyh,主板,20070919
601177.SH,杭齿前进,浙江,杭州前进齿轮箱集团股份有限公司,"Hangzhou Advance Gearbox Group Co., Ltd.",hcqj,主板,20101011
601179.SH,中国西电,陕西,中国西电电气股份有限公司,"China XD Electric Co.,Ltd",zgxd,主板,20100128
601186.SH,中国铁建,北京,中国铁建股份有限公司,China Railway Construction Corporation Limited,zgtj,主板,20080310
601187.SH,厦门银行,福建,厦门银行股份有限公司,"Xiamen Bank Co.,Ltd",xmyh,主板,20201027
601188.SH,龙江交通,黑龙江,黑龙江交通发展股份有限公司,"Heilongjiang Transport Development Co.,Ltd",ljjt,主板,20100319
601198.SH,东兴证券,北京,东兴证券股份有限公司,Dongxing Securities Corporation Limited,dxzq,主板,20150226
601199.SH,江南水务,江苏,江苏江南水务股份有限公司,"Jiangsu Jiangnan Water Co.,Ltd.",jnsw,主板,20110317
601200.SH,上海环境,上海,上海环境集团股份有限公司,"Shanghai Environment Group Co., Ltd.",shhj,主板,20170331
601208.SH,东材科技,四川,四川东材科技集团股份有限公司,"Sichuan Em Technology Co.,Ltd.",dckj,主板,20110520
601211.SH,国泰君安,上海,国泰君安证券股份有限公司,"Guotai Junan Securities Co., Ltd.",gtja,主板,20150626
601212.SH,白银有色,甘肃,白银有色集团股份有限公司,"Baiyin Nonferrous Group Co., Ltd.",byys,主板,20170215
601216.SH,君正集团,内蒙,内蒙古君正能源化工集团股份有限公司,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",jzjt,主板,20110222
601218.SH,吉鑫科技,江苏,江苏吉鑫风能科技股份有限公司,"Jiangsu SINOJIT Wind Energy Technology Co., Ltd.",jxkj,主板,20110506
601222.SH,林洋能源,江苏,江苏林洋能源股份有限公司,"Jiangsu Linyang Energy Co., Ltd.",lyny,主板,20110808
601225.SH,陕西煤业,陕西,陕西煤业股份有限公司,Shaanxi Coal Industry Company Limited,sxmy,主板,20140128
601226.SH,华电重工,北京,华电重工股份有限公司,"Huadian Heavy Industries Co., Ltd.",hdzg,主板,20141211
601228.SH,广州港,广东,广州港股份有限公司,Guangzhou Port Company Limited,gzg,主板,20170329
601229.SH,上海银行,上海,上海银行股份有限公司,"Bank of Shanghai Co., Ltd.",shyh,主板,20161116
601231.SH,环旭电子,上海,环旭电子股份有限公司,"Universal Scientific Industrial(Shanghai)Co., Ltd.",hxdz,主板,20120220
601233.SH,桐昆股份,浙江,桐昆集团股份有限公司,"Tongkun Group Co.,Ltd",tkgf,主板,20110518
601236.SH,红塔证券,云南,红塔证券股份有限公司,"Hongta Securities Co.,Ltd.",htzq,主板,20190705
601238.SH,广汽集团,广东,广州汽车集团股份有限公司,"Guangzhou Automobile Group Co., Ltd",gqjt,主板,20120329
601258.SH,庞大集团,河北,庞大汽贸集团股份有限公司,"Pang Da Automobile Trade Co., Ltd",pdjt,主板,20110428
601279.SH,英利汽车,吉林,长春英利汽车工业股份有限公司,"Changchun Engley Automobile Industry Co.,Ltd.",ylqc,主板,20210415
601288.SH,农业银行,北京,中国农业银行股份有限公司,Agricultural Bank of China Limited,nyyh,主板,20100715
601298.SH,青岛港,山东,青岛港国际股份有限公司,"Qingdao Port International Co., Ltd.",qdg,主板,20190121
601311.SH,骆驼股份,湖北,骆驼集团股份有限公司,"Camel Group Co.,Ltd.",ltgf,主板,20110602
601318.SH,中国平安,深圳,中国平安保险(集团)股份有限公司,"Ping An Insurance (Group) Company of China, Ltd.",zgpa,主板,20070301
601319.SH,中国人保,北京,中国人民保险集团股份有限公司,The People's Insurance Company (Group) of China Limited,zgrb,主板,20181116
601326.SH,秦港股份,河北,秦皇岛港股份有限公司,"Qinhuangdao Port Co., Ltd.",qggf,主板,20170816
601328.SH,交通银行,上海,交通银行股份有限公司,"Bank of Communications Co.,Ltd.",jtyh,主板,20070515
601330.SH,绿色动力,深圳,绿色动力环保集团股份有限公司,"Dynagreen Environmental Protection Group Co., Ltd.",lsdl,主板,20180611
601333.SH,广深铁路,深圳,广深铁路股份有限公司,Guangshen Railway Company Limited,gstl,主板,20061222
601336.SH,新华保险,北京,新华人寿保险股份有限公司,New China Life Insurance Company Ltd.,xhbx,主板,20111216
601339.SH,百隆东方,浙江,百隆东方股份有限公司,"Bros Eastern.,Ltd",bldf,主板,20120612
601360.SH,三六零,天津,三六零安全科技股份有限公司,360 Security Technology Inc.,sll,主板,20120116
601366.SH,利群股份,山东,利群商业集团股份有限公司,"Liqun Commercial Group Co.,Ltd.",lqgf,主板,20170412
601368.SH,绿城水务,广西,广西绿城水务股份有限公司,"Guangxi Nanning Waterworks Co.,Ltd.",lcsw,主板,20150612
601369.SH,陕鼓动力,陕西,西安陕鼓动力股份有限公司,"Xi'An Shaangu Power Co., Ltd.",sgdl,主板,20100428
601375.SH,中原证券,河南,中原证券股份有限公司,"Central China Securities Co., Ltd.",zyzq,主板,20170103
601377.SH,兴业证券,福建,兴业证券股份有限公司,"Industrial Securities Co.,Ltd",xyzq,主板,20101013
601388.SH,怡球资源,江苏,怡球金属资源再生(中国)股份有限公司,Ye Chiu Metal Recycling ( China) Ltd.,yqzy,主板,20120423
601390.SH,中国中铁,北京,中国中铁股份有限公司,China Railway Group Limited,zgzt,主板,20071203
601398.SH,工商银行,北京,中国工商银行股份有限公司,Industrial and Commercial Bank of China Limited,gsyh,主板,20061027
601399.SH,国机重装,四川,国机重型装备集团股份有限公司,"Sinomach Heavy Equipment Group Co.,Ltd",gjzz,主板,20200608
601456.SH,国联证券,江苏,国联证券股份有限公司,"Guolian Securities Co., Ltd.",glzq,主板,20200731
601500.SH,通用股份,江苏,江苏通用科技股份有限公司,"Jiangsu General Science Technology Co.,Ltd",tygf,主板,20160919
601512.SH,中新集团,江苏,中新苏州工业园区开发集团股份有限公司,China-Singapore Suzhou Industrial Park Development Group Co.Ltd.,zxjt,主板,20191220
601515.SH,东风股份,广东,汕头东风印刷股份有限公司,"Shantou Dongfeng Printing Co.,Ltd",dfgf,主板,20120216
601518.SH,吉林高速,吉林,吉林高速公路股份有限公司,"Jilin Expressway Co.,Ltd.",jlgs,主板,20100319
601519.SH,大智慧,上海,上海大智慧股份有限公司,Shanghai DZH Limited,dzh,主板,20110128
601528.SH,瑞丰银行,浙江,浙江绍兴瑞丰农村商业银行股份有限公司,"Zhejiang Shaoxing Ruifeng Rural Commercial Bank Co.,Ltd.",rfyh,主板,20210625
601555.SH,东吴证券,江苏,东吴证券股份有限公司,"Soochow Securities Co.,Ltd.",dwzq,主板,20111212
601566.SH,九牧王,福建,九牧王股份有限公司,"Joeone Co.,Ltd",jmw,主板,20110530
601567.SH,三星医疗,浙江,宁波三星医疗电气股份有限公司,"Ningbo Sanxing Medical Electric Co. , Ltd.",sxyl,主板,20110615
601568.SH,北元集团,陕西,陕西北元化工集团股份有限公司,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",byjt,主板,20201020
601577.SH,长沙银行,湖南,长沙银行股份有限公司,"Bank of Changsha Co.,Ltd.",csyh,主板,20180926
601579.SH,会稽山,浙江,会稽山绍兴酒股份有限公司,"Kuaijishan Shaoxing Rice Wine Co., Ltd.",kjs,主板,20140825
601588.SH,北辰实业,北京,北京北辰实业股份有限公司,Beijing North Star Company Limited,bcsy,主板,20061016
601595.SH,上海电影,上海,上海电影股份有限公司,"Shanghai Film Co.,Ltd.",shdy,主板,20160817
601598.SH,中国外运,北京,中国外运股份有限公司,Sinotrans Limited,zgwy,主板,20190118
601599.SH,浙文影业,浙江,浙文影业集团股份有限公司,"Zhewen Pictures Group co.,ltd",zwyy,主板,20110527
601600.SH,中国铝业,北京,中国铝业股份有限公司,Aluminum Corporation of China Limited,zgly,主板,20070430
601601.SH,中国太保,上海,中国太平洋保险(集团)股份有限公司,"China Pacific Insurance (Group) Co., Ltd.",zgtb,主板,20071225
601606.SH,长城军工,安徽,安徽长城军工股份有限公司,"Anhui GreatWall Military Industry Co., Ltd",ccjg,主板,20180806
601607.SH,上海医药,上海,上海医药集团股份有限公司,"Shanghai Pharmaceuticals Holding Co.,Ltd",shyy,主板,19940324
601608.SH,中信重工,河南,中信重工机械股份有限公司,"CITIC Heavy Industries Co., Ltd",zxzg,主板,20120706
601609.SH,金田铜业,浙江,宁波金田铜业(集团)股份有限公司,"Ningbo Jintian Copper(Group) Co., Ltd.",jtty,主板,20200422
601611.SH,中国核建,上海,中国核工业建设股份有限公司,China Nuclear Engineering Corporation Limited,zghj,主板,20160606
601615.SH,明阳智能,广东,明阳智慧能源集团股份公司,Ming Yang Smart Energy Group Limited,myzn,主板,20190123
601616.SH,广电电气,上海,上海广电电气(集团)股份有限公司,"Shanghai Guangdian Electric Group Co., Ltd.",gddq,主板,20110201
601618.SH,中国中冶,北京,中国冶金科工股份有限公司,Metallurgical Corporation of China Ltd.,zgzy,主板,20090921
601619.SH,嘉泽新能,宁夏,宁夏嘉泽新能源股份有限公司,Ningxia Jiaze Renewables Corporation Limited,jzxn,主板,20170720
601628.SH,中国人寿,北京,中国人寿保险股份有限公司,China Life Insurance Company Limited,zgrs,主板,20070109
601633.SH,长城汽车,河北,长城汽车股份有限公司,Great Wall Motor Company Limited,ccqc,主板,20110928
601636.SH,旗滨集团,湖南,株洲旗滨集团股份有限公司,"Zhuzhou Kibing Group Co.,Ltd",qbjt,主板,20110812
601658.SH,邮储银行,北京,中国邮政储蓄银行股份有限公司,"Postal Savings Bank of China Co.,Ltd.",ycyh,主板,20191210
601665.SH,齐鲁银行,山东,齐鲁银行股份有限公司,"Qilu Bank Co.,Ltd",qlyh,主板,20210618
601666.SH,平煤股份,河南,平顶山天安煤业股份有限公司,"Pingdingshan Tianan Coal. Mining Co.,Ltd.",pmgf,主板,20061123
601668.SH,中国建筑,北京,中国建筑股份有限公司,China State Construction Engineering Corporation Limited,zgjz,主板,20090729
601669.SH,中国电建,北京,中国电力建设股份有限公司,"Power Construction Corporation of China,Ltd",zgdj,主板,20111018
601677.SH,明泰铝业,河南,河南明泰铝业股份有限公司,"Henan Mingtai Al.Industrial Co.,Ltd.",mtly,主板,20110919
601678.SH,滨化股份,山东,滨化集团股份有限公司,"Befar Group Co., Ltd",bhgf,主板,20100223
601686.SH,友发集团,天津,天津友发钢管集团股份有限公司,"Tianjin You Fa Steel Pipe Group Stock Co.,Ltd.",yfjt,主板,20201204
601688.SH,华泰证券,江苏,华泰证券股份有限公司,"Huatai Securities Co.,Ltd.",htzq,主板,20100226
601689.SH,拓普集团,浙江,宁波拓普集团股份有限公司,"Ningbo Tuopu Group Co., Ltd.",tpjt,主板,20150319
601696.SH,中银证券,上海,中银国际证券股份有限公司,"BOC International (China) Co., Ltd.",zyzq,主板,20200226
601698.SH,中国卫通,北京,中国卫通集团股份有限公司,"China Satellite Communications Co.,Ltd.",zgwt,主板,20190628
601699.SH,潞安环能,山西,山西潞安环保能源开发股份有限公司,"Shanxi Lu’an Environmental EnergyDev. Co.,Ltd",lahn,主板,20060922
601700.SH,风范股份,江苏,常熟风范电力设备股份有限公司,"Changshu Fengfan Power Equipment Co.,Ltd.",ffgf,主板,20110118
601702.SH,华峰铝业,上海,上海华峰铝业股份有限公司,Shanghai Huafon Aluminium Corporation,hfly,主板,20200907
601717.SH,郑煤机,河南,郑州煤矿机械集团股份有限公司,"Zhengzhou Coal Mining Machinery Group Co., Ltd",zmj,主板,20100803
601718.SH,际华集团,北京,际华集团股份有限公司,Jihua Group Corporation Limited,jhjt,主板,20100816
601727.SH,上海电气,上海,上海电气集团股份有限公司,Shanghai Electric Group Company Limited,shdq,主板,20081205
601728.SH,中国电信,北京,中国电信股份有限公司,China Telecom Corporation Limited,zgdx,主板,20210820
601766.SH,中国中车,北京,中国中车股份有限公司,CRRC Corporation Limited,zgzc,主板,20080818
601777.SH,力帆科技,重庆,力帆科技(集团)股份有限公司,"Lifan Technology (Group) Co., Ltd.",lfkj,主板,20101125
601778.SH,晶科科技,江西,晶科电力科技股份有限公司,"Jinko Power Technology Co., Ltd.",jkkj,主板,20200519
601788.SH,光大证券,上海,光大证券股份有限公司,Everbright Securities Company Limited,gdzq,主板,20090818
601789.SH,宁波建工,浙江,宁波建工股份有限公司,"Ningbo Construction Co., Ltd",nbjg,主板,20110816
601798.SH,蓝科高新,甘肃,甘肃蓝科石化高新装备股份有限公司,Lanpec Technologies Limited,lkgx,主板,20110622
601799.SH,星宇股份,江苏,常州星宇车灯股份有限公司,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd.",xygf,主板,20110201
601800.SH,中国交建,北京,中国交通建设股份有限公司,China Communications Construction Company Limited,zgjj,主板,20120309
601801.SH,皖新传媒,安徽,安徽新华传媒股份有限公司,"Anhui Xinhua Media Co., Ltd",wxcm,主板,20100118
601808.SH,中海油服,天津,中海油田服务股份有限公司,China Oilfield Services Limited,zhyf,主板,20070928
601811.SH,新华文轩,四川,新华文轩出版传媒股份有限公司,"Xinhua Winshare Publishing & Media Co.,Ltd.",xhwx,主板,20160808
601816.SH,京沪高铁,北京,京沪高速铁路股份有限公司,"Beijing-Shanghai High Speed Railway Co.,Ltd.",jhgt,主板,20200116
601818.SH,光大银行,北京,中国光大银行股份有限公司,China Everbright Bank Company Limited,gdyh,主板,20100818
601825.SH,沪农商行,上海,上海农村商业银行股份有限公司,"Shanghai Rural Commercial Bank Co., Ltd.",hnsh,主板,20210819
601827.SH,三峰环境,重庆,重庆三峰环境集团股份有限公司,"Chongqing Sanfeng Environment Group Corp., Ltd.",sfhj,主板,20200605
601828.SH,美凯龙,上海,红星美凯龙家居集团股份有限公司,Red Star Macalline Group Corporation Ltd.,mkl,主板,20180117
601838.SH,成都银行,四川,成都银行股份有限公司,"Bank of Chengdu Co.,Ltd.",cdyh,主板,20180131
601857.SH,中国石油,北京,中国石油天然气股份有限公司,Petrochina Company Limited,zgsy,主板,20071105
601858.SH,中国科传,北京,中国科技出版传媒股份有限公司,China Science Publishing & Media Ltd.,zgkc,主板,20170118
601860.SH,紫金银行,江苏,江苏紫金农村商业银行股份有限公司,"Jiangsu Zijin Rural Commercial Bank Co.,Ltd",zjyh,主板,20190103
601865.SH,福莱特,浙江,福莱特玻璃集团股份有限公司,"Flat Glass Group Co., Ltd",flt,主板,20190215
601866.SH,中远海发,上海,中远海运发展股份有限公司,Cosco Shipping Development Company Limited,zyhf,主板,20071212
601868.SH,中国能建,北京,中国能源建设股份有限公司,China Energy Engineering Corporation Limited,zgnj,主板,20210928
601869.SH,长飞光纤,湖北,长飞光纤光缆股份有限公司,Yangtze Optical Fibre and Cable Joint Stock Limited Company,cfgx,主板,20180720
601872.SH,招商轮船,上海,招商局能源运输股份有限公司,"China Merchants Energy Shipping Co., Ltd.",zslc,主板,20061201
601877.SH,正泰电器,浙江,浙江正泰电器股份有限公司,"Zhejiang Chint Electrics Co.,Ltd.",ztdq,主板,20100121
601878.SH,浙商证券,浙江,浙商证券股份有限公司,"Zheshang Securities Co.,Ltd.",zszq,主板,20170626
601880.SH,辽港股份,辽宁,辽宁港口股份有限公司,"Liaoning Port Co., Ltd.",lggf,主板,20101206
601881.SH,中国银河,北京,中国银河证券股份有限公司,"China Galaxy Securities Co.,Ltd.",zgyh,主板,20170123
601882.SH,海天精工,浙江,宁波海天精工股份有限公司,"Ningbo Haitian Precision Machinery Co., Ltd.",htjg,主板,20161107
601886.SH,江河集团,北京,江河创建集团股份有限公司,"Jangho Group Co.,Ltd",jhjt,主板,20110818
601888.SH,中国中免,北京,中国旅游集团中免股份有限公司,China Tourism Group Duty Free Corporation Limited,zgzm,主板,20091015
601890.SH,亚星锚链,江苏,江苏亚星锚链股份有限公司,"Asian Star Anchor Chain Co.,Ltd.Jiangsu",yxml,主板,20101228
601898.SH,中煤能源,北京,中国中煤能源股份有限公司,China Coal Energy Company Limited,zmny,主板,20080201
601899.SH,紫金矿业,福建,紫金矿业集团股份有限公司,Zijin Mining Group Company Limited,zjky,主板,20080425
601900.SH,南方传媒,广东,南方出版传媒股份有限公司,"Southern Publishing and Media Co.,Ltd.",nfcm,主板,20160215
601901.SH,方正证券,湖南,方正证券股份有限公司,"Founder Securities Co.,Ltd.",fzzq,主板,20110810
601908.SH,京运通,北京,北京京运通科技股份有限公司,"Beijing Jingyuntong Technology Co., Ltd.",jyt,主板,20110908
601916.SH,浙商银行,浙江,浙商银行股份有限公司,"China Zheshang Bank Co.,Ltd.",zsyh,主板,20191126
601918.SH,新集能源,安徽,中煤新集能源股份有限公司,"China Coal Xinji Energy Co.,Ltd",xjny,主板,20071219
601919.SH,中远海控,天津,中远海运控股股份有限公司,"COSCO SHIPPING Holdings Co.,Ltd.",zyhk,主板,20070626
601921.SH,浙版传媒,浙江,浙江出版传媒股份有限公司,"Zhejiang Publishing & Media Co., Ltd.",zbcm,主板,20210723
601928.SH,凤凰传媒,江苏,江苏凤凰出版传媒股份有限公司,Jiangsu Phoenix Publishing&Media Corporation Limited,fhcm,主板,20111130
601929.SH,吉视传媒,吉林,吉视传媒股份有限公司,"Jishi Media Co., Ltd.",jscm,主板,20120223
601933.SH,永辉超市,福建,永辉超市股份有限公司,"Yonghui Superstores Co., Ltd.",yhcs,主板,20101215
601939.SH,建设银行,北京,中国建设银行股份有限公司,China Construction Bank Corporation,jsyh,主板,20070925
601949.SH,中国出版,北京,中国出版传媒股份有限公司,"China Publishing & Media Holdings Co., Ltd",zgcb,主板,20170821
601952.SH,苏垦农发,江苏,江苏省农垦农业发展股份有限公司,"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd.",sknf,主板,20170515
601956.SH,东贝集团,湖北,湖北东贝机电集团股份有限公司,"Hubei Donper Electromechanical Group Co., Ltd.",dbjt,主板,20201225
601958.SH,金钼股份,陕西,金堆城钼业股份有限公司,"Jinduicheng Molybdenum Co.,Ltd.",jmgf,主板,20080417
601963.SH,重庆银行,重庆,重庆银行股份有限公司,"Bank of Chongqing Co., Ltd.",cqyh,主板,20210205
601965.SH,中国汽研,重庆,中国汽车工程研究院股份有限公司,"China Automotive Engineering Research Institute Co., Ltd",zgqy,主板,20120611
601966.SH,玲珑轮胎,山东,山东玲珑轮胎股份有限公司,"Shandong Linglong Tyre Co.,Ltd.",lllt,主板,20160706
601968.SH,宝钢包装,上海,上海宝钢包装股份有限公司,"Shanghai Baosteel Packaging Co.,Ltd.",bgbz,主板,20150611
601969.SH,海南矿业,海南,海南矿业股份有限公司,"Hainan Mining Co., Ltd",hnky,主板,20141209
601975.SH,招商南油,江苏,招商局南京油运股份有限公司,Nanjing Tanker Corporation,zsny,主板,20190108
601985.SH,中国核电,北京,中国核能电力股份有限公司,"China National Nuclear Power Co., Ltd",zghd,主板,20150610
601988.SH,中国银行,北京,中国银行股份有限公司,Bank of China Limited,zgyh,主板,20060705
601989.SH,中国重工,北京,中国船舶重工股份有限公司,China Shipbuilding Industry Company Limited,zgzg,主板,20091216
601990.SH,南京证券,江苏,南京证券股份有限公司,"Nanjing Securities Co.,Ltd.",njzq,主板,20180613
601991.SH,大唐发电,北京,大唐国际发电股份有限公司,"Datang International Power Generation Co.,Ltd.",dtfd,主板,20061220
601992.SH,金隅集团,北京,北京金隅集团股份有限公司,BBMG Corporation,jyjt,主板,20110301
601995.SH,中金公司,北京,中国国际金融股份有限公司,China International Capital Corporation Limited,zjgs,主板,20201102
601996.SH,丰林集团,广西,广西丰林木业集团股份有限公司,"Guangxi Fenglin Wood Industry Group Co., Ltd",fljt,主板,20110929
601997.SH,贵阳银行,贵州,贵阳银行股份有限公司,"Bank of Guiyang Co.,Ltd.",gyyh,主板,20160816
601998.SH,中信银行,北京,中信银行股份有限公司,China Citic Bank Corporation Limited,zxyh,主板,20070427
